T_BME280_0_C;p_BME280_0_hPa;rH_BME280_0_%;T_BME280_1_C;p_BME280_1_hPa;rH_BME280_1_%;AccelX_mss;AccelY_mss;AccelZ_mss;GyroX_rads;GyroY_rads;GyroZ_rads;MagX_uT;MagY_uT;MagZ_uT;millis_ms;Jahr/Monat/Tag;Stunden:Minuten:Sekunden;f_lat;f_lon;f_altitude;f_kmph;Sateliten
24.06;1020.19;41.88;24.35;1020.51;41.74;0.24;1.23;-9.29;-0.86;-0.28;1.17;-20.36;32.15;24.37;11512;
24.12;1020.21;42.55;24.28;1020.54;42.61;0.19;0.11;-9.63;-0.42;-0.08;0.77;-35.91;34.12;23.17;16887;
24.09;1020.24;42.00;24.23;1020.54;42.22;0.25;0.16;-9.73;-0.42;-0.08;0.77;-35.01;35.37;21.62;22264;
24.00;1020.23;41.44;24.12;1020.52;42.21;0.25;0.16;-9.74;-0.42;-0.08;0.77;-36.08;33.94;21.62;27638;
23.90;1020.24;41.60;23.90;1020.47;42.38;0.25;0.16;-9.72;-0.42;-0.08;0.77;-35.55;34.48;19.74;33014;
23.82;1020.22;41.78;23.80;1020.54;42.53;0.24;0.18;-9.73;-0.42;-0.08;0.77;-37.34;35.91;21.11;38390;
23.75;1020.21;41.92;23.69;1020.50;42.78;0.26;0.17;-9.74;-0.42;-0.08;0.77;-36.80;34.30;21.97;43766;
23.67;1020.22;42.05;23.57;1020.55;42.90;0.27;0.16;-9.72;-0.42;-0.08;0.77;-36.08;34.66;20.59;49144;
23.60;1020.23;42.20;23.44;1020.54;43.24;0.25;0.17;-9.73;-0.42;-0.08;0.77;-34.66;34.30;20.94;54518;
23.52;1020.22;42.35;23.30;1020.53;43.46;0.26;0.16;-9.72;-0.42;-0.08;0.77;-34.66;33.58;20.94;59894;
23.49;1020.22;42.40;23.22;1020.58;43.61;0.25;0.17;-9.73;-0.42;-0.08;0.77;-36.62;35.19;21.79;65270;
23.44;1020.24;42.43;23.11;1020.59;43.80;0.24;0.17;-9.72;-0.42;-0.08;0.77;-34.66;35.01;20.25;70646;
23.38;1020.28;42.59;23.01;1020.58;44.00;0.25;0.17;-9.71;-0.42;-0.08;0.77;-36.44;33.94;22.31;76024;
23.33;1020.24;42.68;22.92;1020.58;44.20;0.25;0.16;-9.73;-0.42;-0.08;0.77;-35.19;34.83;21.11;81398;
23.28;1020.25;42.75;22.82;1020.59;44.41;0.24;0.16;-9.72;-0.42;-0.08;0.77;-35.55;35.55;21.11;86774;
23.19;1020.24;42.88;22.72;1020.56;44.55;0.24;0.16;-9.74;-0.42;-0.08;0.77;-36.26;34.48;21.11;92150;
23.12;1020.21;42.98;22.64;1020.58;44.70;0.26;0.17;-9.74;-0.42;-0.07;0.77;-36.98;35.91;19.05;97526;
23.08;1020.22;43.09;22.56;1020.59;44.86;0.25;0.17;-9.72;-0.42;-0.08;0.77;-35.19;34.12;21.79;102904;
23.06;1020.23;43.18;22.49;1020.59;45.00;0.25;0.17;-9.73;-0.42;-0.08;0.77;-37.51;35.37;21.28;108278;
23.03;1020.20;43.20;22.42;1020.57;45.10;0.26;0.17;-9.73;-0.42;-0.08;0.77;-36.98;33.76;20.42;113654;
22.98;1020.19;43.21;22.37;1020.58;45.17;0.25;0.17;-9.69;-0.42;-0.08;0.77;-36.26;34.48;20.42;119030;
22.96;1020.26;43.25;22.31;1020.59;45.26;0.26;0.18;-9.74;-0.42;-0.08;0.77;-35.91;33.76;21.45;124406;
22.95;1020.27;43.26;22.26;1020.56;45.38;0.26;0.18;-9.72;-0.42;-0.08;0.77;-36.80;33.94;21.62;129784;
22.92;1020.26;43.28;22.19;1020.59;45.49;0.28;0.17;-9.73;-0.42;-0.08;0.77;-35.37;34.30;20.94;135158;
22.90;1020.26;43.30;22.13;1020.58;45.59;0.26;0.17;-9.71;-0.42;-0.08;0.77;-33.58;35.01;20.94;140534;
22.86;1020.22;43.33;22.10;1020.59;45.65;0.26;0.17;-9.73;-0.42;-0.08;0.77;-35.37;34.30;20.59;145910;
22.85;1020.25;43.33;22.06;1020.57;45.70;0.25;0.16;-9.70;-0.42;-0.08;0.77;-34.66;33.94;20.59;151286;
22.85;1020.23;43.38;22.04;1020.58;45.83;0.26;0.17;-9.70;-0.42;-0.08;0.77;-34.30;33.58;19.56;156662;
22.84;1020.23;43.45;22.01;1020.59;45.91;0.25;0.17;-9.69;-0.42;-0.08;0.77;-35.73;33.23;20.25;162040;
22.80;1020.23;43.49;21.96;1020.59;45.98;0.26;0.17;-9.73;-0.42;-0.08;0.77;-35.37;34.66;20.94;167416;
22.78;1020.24;43.55;21.93;1020.59;46.12;0.25;0.18;-9.73;-0.42;-0.08;0.77;-36.80;35.01;20.94;172792;
22.75;1020.23;43.59;21.90;1020.59;46.14;0.26;0.18;-9.68;-0.42;-0.08;0.77;-35.91;35.19;21.11;178168;
22.73;1020.21;43.67;21.87;1020.59;46.23;0.25;0.18;-9.70;-0.42;-0.08;0.77;-35.55;35.55;21.11;183544;
22.71;1020.23;43.70;21.82;1020.57;46.30;0.26;0.17;-9.73;-0.42;-0.08;0.77;-34.48;34.12;21.11;188920;
22.69;1020.24;43.79;21.77;1020.57;46.50;0.24;0.17;-9.71;-0.42;-0.08;0.77;-36.44;34.66;21.97;194296;
22.67;1020.23;43.94;21.77;1020.59;46.66;0.25;0.18;-9.72;-0.42;-0.08;0.77;-35.91;35.55;19.74;199672;
22.66;1020.23;44.06;21.75;1020.59;46.75;0.25;0.18;-9.73;-0.42;-0.08;0.77;-35.55;34.48;21.45;205048;
22.65;1020.24;44.08;21.71;1020.61;46.83;0.25;0.17;-9.72;-0.42;-0.08;0.77;-35.73;33.58;20.59;210424;
22.63;1020.24;44.22;21.72;1020.60;46.95;0.26;0.18;-9.70;-0.42;-0.08;0.77;-35.37;34.66;20.94;215800;
22.63;1020.21;44.24;21.73;1020.61;46.96;0.25;0.18;-9.74;-0.42;-0.08;0.77;-34.66;34.66;20.94;221177;
22.62;1020.24;44.24;21.70;1020.59;46.98;0.26;0.18;-9.70;-0.42;-0.08;0.77;-35.73;34.66;20.59;226553;
22.58;1020.24;44.27;21.66;1020.58;47.00;0.25;0.17;-9.68;-0.42;-0.08;0.77;-35.19;34.12;23.17;231929;
22.58;1020.27;44.33;21.65;1020.61;47.08;0.26;0.18;-9.73;-0.42;-0.08;0.77;-35.19;35.55;21.11;237305;
22.57;1020.21;44.35;21.63;1020.65;47.12;0.25;0.19;-9.71;-0.42;-0.08;0.77;-35.55;34.83;21.79;242681;
22.56;1020.24;44.37;21.58;1020.63;47.22;0.25;0.18;-9.71;-0.42;-0.08;0.77;-35.73;35.37;20.94;248057;
22.54;1020.26;44.44;21.57;1020.58;47.29;0.25;0.18;-9.71;-0.42;-0.08;0.77;-35.19;33.76;20.76;253433;
22.50;1020.23;44.53;21.52;1020.56;47.38;0.25;0.16;-9.72;-0.42;-0.08;0.77;-36.08;35.73;21.62;258809;
22.48;1020.21;44.61;21.52;1020.58;47.38;0.26;0.19;-9.73;-0.42;-0.08;0.77;-36.80;34.30;20.25;264185;
22.46;1020.25;44.66;21.51;1020.58;47.52;0.26;0.19;-9.70;-0.42;-0.08;0.77;-35.19;34.83;21.79;269561;
22.45;1020.25;44.73;21.50;1020.59;47.59;0.25;0.19;-9.69;-0.42;-0.08;0.77;-35.73;34.30;21.62;274937;
22.45;1020.29;44.78;21.51;1020.62;47.68;0.24;0.19;-9.73;-0.42;-0.08;0.77;-36.62;34.83;20.08;280313;
22.42;1020.30;44.86;21.45;1020.54;47.70;0.25;0.18;-9.70;-0.42;-0.08;0.77;-35.91;33.76;20.08;285689;
22.40;1020.28;44.93;21.48;1020.58;47.70;0.25;0.18;-9.74;-0.42;-0.08;0.77;-34.66;34.66;20.59;291065;
22.40;1020.26;44.92;21.48;1020.58;47.69;0.23;0.19;-9.73;-0.42;-0.08;0.77;-35.19;34.48;21.79;296441;
22.38;1020.25;44.93;21.49;1020.56;47.66;0.24;0.18;-9.73;-0.42;-0.08;0.77;-34.48;33.41;20.76;301817;
22.40;1020.29;44.94;21.49;1020.55;47.64;0.26;0.17;-9.71;-0.42;-0.08;0.77;-35.37;34.66;21.97;307193;
22.39;1020.29;44.95;21.45;1020.56;47.73;0.26;0.17;-9.68;-0.42;-0.08;0.77;-35.19;34.83;21.11;312569;
22.41;1020.27;44.94;21.42;1020.56;47.76;0.25;0.18;-9.68;-0.42;-0.08;0.77;-35.01;34.66;21.28;317947;
22.38;1020.29;44.92;21.39;1020.57;47.78;0.25;0.19;-9.73;-0.42;-0.08;0.77;-36.08;34.30;21.28;323323;
22.38;1020.27;44.90;21.38;1020.54;47.82;0.25;0.17;-9.71;-0.42;-0.08;0.77;-36.44;35.37;19.91;328699;
22.38;1020.22;44.87;21.39;1020.57;47.73;0.26;0.19;-9.74;-0.42;-0.08;0.77;-34.83;34.83;21.11;334075;
22.39;1020.28;44.83;21.39;1020.56;47.70;0.24;0.19;-9.70;-0.42;-0.08;0.77;-37.34;34.48;21.45;339451;
22.37;1020.29;44.83;21.38;1020.54;47.78;0.25;0.19;-9.71;-0.42;-0.08;0.77;-35.01;35.37;21.28;344827;
22.36;1020.28;44.97;21.40;1020.56;47.83;0.26;0.19;-9.72;-0.42;-0.08;0.77;-34.83;35.19;20.42;350205;
22.37;1020.28;44.99;21.39;1020.55;47.84;0.25;0.18;-9.70;-0.42;-0.08;0.77;-35.01;34.30;20.59;355579;
